IQ-TREE multicore version 2.1.3 COVID-edition for Mac OS X 64-bit built Oct  4 2021
Developed by Bui Quang Minh, James Barbetti, Nguyen Lam Tung,
Olga Chernomor, Heiko Schmidt, Dominik Schrempf, Michael Woodhams.
ERROR: Sequence Botrytis_porri|Opisthokonta_Ascomycota_Sclerotiniaceae|XP_038771312.1|OUTGROUP contains not enough characters (176)
ERROR: Sequence Botrytis_porri|Opisthokonta_Ascomycota_Sclerotiniaceae|XP_038773057.1|OUTGROUP contains too many characters (192)
ERROR: Sequence Branchiostoma_belcheri|Opisthokonta_Chordata_Branchiostomatidae|XP_019615171.1|OUTGROUP contains not enough characters (176)
ERROR: Sequence Branchiostoma_belcheri|Opisthokonta_Chordata_Branchiostomatidae|XP_019625206.1|OUTGROUP contains not enough characters (152)
ERROR: Sequence Branchiostoma_belcheri|Opisthokonta_Chordata_Branchiostomatidae|XP_019640397.1|OUTGROUP contains not enough characters (151)
ERROR: Sequence Branchiostoma_belcheri|Opisthokonta_Chordata_Branchiostomatidae|XP_019646415.1|OUTGROUP contains not enough characters (163)
ERROR: Sequence Branchiostoma_floridae|Opisthokonta_Chordata_Branchiostomatidae|XP_035672592.1|OUTGROUP contains not enough characters (177)
ERROR: Sequence Branchiostoma_floridae|Opisthokonta_Chordata_Branchiostomatidae|XP_035674778.1|OUTGROUP contains not enough characters (165)
ERROR: Sequence Branchiostoma_floridae|Opisthokonta_Chordata_Branchiostomatidae|XP_035676750.1|OUTGROUP contains not enough characters (171)
ERROR: Sequence Branchiostoma_floridae|Opisthokonta_Chordata_Branchiostomatidae|XP_035676920.1|OUTGROUP contains too many characters (184)
ERROR: Sequence Branchiostoma_floridae|Opisthokonta_Chordata_Branchiostomatidae|XP_035680068.1|OUTGROUP contains not enough characters (145)
ERROR: Sequence Branchiostoma_floridae|Opisthokonta_Chordata_Branchiostomatidae|XP_035681071.1|OUTGROUP contains not enough characters (148)
ERROR: Sequence Bremia_lactucae|Sar_Oomycota_Peronosporaceae|TDH67059.1 contains not enough characters (163)
ERROR: Sequence Bremia_lactucae|Sar_Oomycota_Peronosporaceae|TDH69061.1 contains not enough characters (143)
ERROR: Sequence Bremia_lactucae|Sar_Oomycota_Peronosporaceae|TDH69309.1 contains not enough characters (154)
ERROR: Sequence Brettanomyces_bruxellensis|Opisthokonta_Ascomycota_Pichiaceae|XP_041136186.1|OUTGROUP contains too many characters (193)
ERROR: Sequence Brienomyrus_brachyistius|Opisthokonta_Chordata_Mormyridae|XP_048883463.1|OUTGROUP contains not enough characters (159)
ERROR: Sequence Bufo_bufo|Opisthokonta_Chordata_Bufonidae|XP_040266680.1|OUTGROUP contains not enough characters (161)
ERROR: Sequence Caenorhabditis_briggsae|Opisthokonta_Nematoda_Rhabditidae|XP_002640783.2|OUTGROUP contains not enough characters (178)
ERROR: Sequence Caenorhabditis_remanei|Opisthokonta_Nematoda_Rhabditidae|XP_003115237.2|OUTGROUP contains not enough characters (178)
ERROR: Sequence Caenorhabditis_remanei|Opisthokonta_Nematoda_Rhabditidae|XP_053588028.1|OUTGROUP contains not enough characters (178)
ERROR: Sequence Cafeteria_roenbergensis|Sar_Bigyra_Cafeteriaceae|KAA0148448.1 contains not enough characters (154)
ERROR: Sequence Cafeteria_roenbergensis|Sar_Bigyra_Cafeteriaceae|KAA0151569.1 contains too many characters (187)
ERROR: Sequence Cafeteria_roenbergensis|Sar_Bigyra_Cafeteriaceae|KAA0155142.1 contains not enough characters (157)
ERROR: Sequence Cancris_carmenensis|Sar_Foraminifera_Discorbidae|GIHG01001910.1.p1 contains too many characters (187)
ERROR: Sequence Cancris_carmenensis|Sar_Foraminifera_Discorbidae|GIHG01019537.1.p1 contains too many characters (188)
ERROR: Sequence Cancris_carmenensis|Sar_Foraminifera_Discorbidae|GIHG01094349.1.p2 contains too many characters (185)
ERROR: Sequence Cancris_carmenensis|Sar_Foraminifera_Discorbidae|GIHG01099901.1.p1 contains too many characters (186)
ERROR: Sequence Cancris_carmenensis|Sar_Foraminifera_Discorbidae|GIHG01163971.1.p1 contains not enough characters (178)
ERROR: Sequence Cancris_carmenensis|Sar_Foraminifera_Discorbidae|GIHG01236153.1.p1 contains too many characters (198)
ERROR: Sequence Cancris_carmenensis|Sar_Foraminifera_Discorbidae|GIHG01280359.1.p1 contains not enough characters (175)
ERROR: Sequence Cancris_carmenensis|Sar_Foraminifera_Discorbidae|GIHG01332520.1.p1 contains not enough characters (176)
ERROR: Sequence Candida_haemuloni|Opisthokonta_Ascomycota_Debaryomycetaceae|XP_025342659.1|OUTGROUP contains too many characters (189)
ERROR: Sequence Candida_jiufengensis|Opisthokonta_Ascomycota_Debaryomycetaceae|XP_051619571.1|OUTGROUP contains too many characters (191)
ERROR: Sequence Candida_margitis|Opisthokonta_Ascomycota_Debaryomycetaceae|XP_051672404.1|OUTGROUP contains not enough characters (167)
ERROR: Sequence Candida_orthopsilosis|Opisthokonta_Ascomycota_Debaryomycetaceae|XP_003869447.1|OUTGROUP contains not enough characters (166)
ERROR: Sequence Candida_orthopsilosis|Opisthokonta_Ascomycota_Debaryomycetaceae|XP_003870482.1|OUTGROUP contains not enough characters (166)
ERROR: Sequence Candida_oxycetoniae|Opisthokonta_Ascomycota_Debaryomycetaceae|XP_049181954.1|OUTGROUP contains too many characters (192)
ERROR: Sequence Candida_parapsilosis|Opisthokonta_Ascomycota_Debaryomycetaceae|XP_036667859.1|OUTGROUP contains too many characters (190)
ERROR: Sequence Candida_subhashii|Opisthokonta_Ascomycota_Debaryomycetaceae|XP_049261333.1|OUTGROUP contains not enough characters (166)
ERROR: Sequence Candida_subhashii|Opisthokonta_Ascomycota_Debaryomycetaceae|XP_049266679.1|OUTGROUP contains too many characters (190)
ERROR: Sequence Capronia_coronata|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_007719173.1|OUTGROUP contains too many characters (198)
ERROR: Sequence Capronia_coronata|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_007719850.1|OUTGROUP contains too many characters (192)
ERROR: Sequence Capronia_epimyces|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_007730494.1|OUTGROUP contains too many characters (196)
ERROR: Sequence Capronia_epimyces|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_007731100.1|OUTGROUP contains too many characters (191)
ERROR: Sequence Capronia_epimyces|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_007733339.1|OUTGROUP contains not enough characters (180)
ERROR: Sequence Capsaspora_owczarzaki|Opisthokonta_Filasterea|XP_004346937.1|OUTGROUP contains too many characters (190)
ERROR: Sequence Carcharodon_carcharias|Opisthokonta_Chordata_Alopiidae|XP_041038019.1|OUTGROUP contains not enough characters (159)
ERROR: Sequence Cardiosporidium_cionae|Sar_Apicomplexa|KAF8820085.1 contains not enough characters (181)
ERROR: Sequence Cardiosporidium_cionae|Sar_Apicomplexa|KAF8821477.1 contains too many characters (183)
ERROR: Sequence Cassidulina_limbata|Sar_Foraminifera_Cassidulinidae|GIHH01054320.1.p1 contains too many characters (186)
ERROR: Sequence Cassidulina_limbata|Sar_Foraminifera_Cassidulinidae|GIHH01068108.1.p1 contains too many characters (189)
ERROR: Sequence Cassidulina_limbata|Sar_Foraminifera_Cassidulinidae|GIHH01068761.1.p1 contains too many characters (193)
ERROR: Sequence Cassidulina_limbata|Sar_Foraminifera_Cassidulinidae|GIHH01085561.1.p1 contains too many characters (189)
ERROR: Sequence Cassidulina_limbata|Sar_Foraminifera_Cassidulinidae|GIHH01114447.1.p1 contains too many characters (184)
ERROR: Sequence Cassidulina_limbata|Sar_Foraminifera_Cassidulinidae|GIHH01117612.1.p1 contains too many characters (184)
ERROR: Sequence Cassidulina_limbata|Sar_Foraminifera_Cassidulinidae|GIHH01141999.1.p1 contains not enough characters (179)
ERROR: Sequence Cassidulina_limbata|Sar_Foraminifera_Cassidulinidae|GIHH01184556.1.p1 contains too many characters (192)
ERROR: Sequence Cavenderia_fasciculata|Amoebozoa_Evosea_Cavenderiaceae|XP_004351839.1|OUTGROUP contains too many characters (189)
ERROR: Sequence Ceratitis_capitata|Opisthokonta_Arthropoda_Tephritidae|XP_004536715.1|OUTGROUP contains not enough characters (177)
ERROR: Sequence Cercospora_beticola|Opisthokonta_Ascomycota_Mycosphaerellaceae|XP_023450170.1|OUTGROUP contains not enough characters (167)
ERROR: Sequence Cercospora_beticola|Opisthokonta_Ascomycota_Mycosphaerellaceae|XP_023458896.1|OUTGROUP contains not enough characters (174)
ERROR: Sequence Cercospora_kikuchii|Opisthokonta_Ascomycota_Mycosphaerellaceae|XP_044652131.1|OUTGROUP contains too many characters (194)
ERROR: Sequence Cercospora_kikuchii|Opisthokonta_Ascomycota_Mycosphaerellaceae|XP_044654010.1|OUTGROUP contains not enough characters (174)
ERROR: Sequence Cercospora_kikuchii|Opisthokonta_Ascomycota_Mycosphaerellaceae|XP_044662485.1|OUTGROUP contains not enough characters (147)
ERROR: Sequence Chaetoceros_tenuissimus|Sar_Bacillariophyta_Chaetocerotaceae|GFH45519.1 contains too many characters (184)
ERROR: Sequence Chaetoceros_tenuissimus|Sar_Bacillariophyta_Chaetocerotaceae|GFH46764.1 contains too many characters (187)
ERROR: Sequence Chaetoceros_tenuissimus|Sar_Bacillariophyta_Chaetocerotaceae|GFH48924.1 contains too many characters (184)
ERROR: Sequence Chaetoceros_tenuissimus|Sar_Bacillariophyta_Chaetocerotaceae|GFH52124.1 contains not enough characters (178)
ERROR: Sequence Chaetoceros_tenuissimus|Sar_Bacillariophyta_Chaetocerotaceae|GFH61075.1 contains not enough characters (170)
ERROR: Sequence Cheilinus_undulatus|Opisthokonta_Chordata_Labridae|XP_041652992.1|OUTGROUP contains not enough characters (158)
ERROR: Sequence Chelmon_rostratus|Opisthokonta_Chordata_Chaetodontidae|XP_041800269.1|OUTGROUP contains not enough characters (145)
ERROR: Sequence Cherax_quadricarinatus|Opisthokonta_Arthropoda_Parastacidae|XP_053627589.1|OUTGROUP contains not enough characters (171)
ERROR: Sequence Cherax_quadricarinatus|Opisthokonta_Arthropoda_Parastacidae|XP_053653685.1|OUTGROUP contains not enough characters (153)
ERROR: Sequence Chlorarachnion_reptans|Sar_Cercozoa|HBKK01001737.1.p1 contains not enough characters (163)
ERROR: Sequence Chlorarachnion_reptans|Sar_Cercozoa|HBKK01003553.1.p1 contains too many characters (191)
ERROR: Sequence Chlorarachnion_reptans|Sar_Cercozoa|HBKK01009308.1.p1 contains not enough characters (181)
ERROR: Sequence Chlorarachnion_reptans|Sar_Cercozoa|HBKK01011595.1.p1 contains not enough characters (176)
ERROR: Sequence Chlorarachnion_reptans|Sar_Cercozoa|HBKK01023684.1.p1 contains not enough characters (176)
ERROR: Sequence Chlorarachnion_reptans|Sar_Cercozoa|HBKK01032078.1.p1 contains too many characters (189)
ERROR: Sequence Chrysophaeum_taylorii|Sar_Pelagophyceae|KAJ8601902.1 contains not enough characters (162)
ERROR: Sequence Chrysophaeum_taylorii|Sar_Pelagophyceae|KAJ8602157.1 contains too many characters (198)
ERROR: Sequence Chrysophaeum_taylorii|Sar_Pelagophyceae|KAJ8605805.1 contains not enough characters (164)
ERROR: Sequence Chrysophaeum_taylorii|Sar_Pelagophyceae|KAJ8611986.1 contains not enough characters (158)
ERROR: Sequence Chrysophaeum_taylorii|Sar_Pelagophyceae|KAJ8614258.1 contains too many characters (188)
ERROR: Sequence Chrysophaeum_taylorii|Sar_Pelagophyceae|KAJ8614479.1 contains too many characters (185)
ERROR: Sequence Cladocopium_goreaui|Sar_Dinophyceae_Symbiodiniaceae|CAI3976212.1 contains not enough characters (162)
ERROR: Sequence Cladocopium_goreaui|Sar_Dinophyceae_Symbiodiniaceae|CAI3999207.1 contains not enough characters (180)
ERROR: Sequence Cladocopium_goreaui|Sar_Dinophyceae_Symbiodiniaceae|CAI4007478.1 contains too many characters (194)
ERROR: Sequence Cladocopium_goreaui|Sar_Dinophyceae_Symbiodiniaceae|CAI4008286.1 contains not enough characters (176)
ERROR: Sequence Cladocopium_goreaui|Sar_Dinophyceae_Symbiodiniaceae|CAI4010690.1 contains too many characters (184)
ERROR: Sequence Cladocopium_goreaui|Sar_Dinophyceae_Symbiodiniaceae|CAI4012872.1 contains too many characters (186)
ERROR: Sequence Cladocopium_goreaui|Sar_Dinophyceae_Symbiodiniaceae|CAI4014981.1 contains not enough characters (178)
ERROR: Sequence Cladocopium_goreaui|Sar_Dinophyceae_Symbiodiniaceae|CAI4017319.1 contains not enough characters (181)
ERROR: Sequence Cladophialophora_bantiana|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_016615515.1|OUTGROUP contains too many characters (193)
ERROR: Sequence Cladophialophora_bantiana|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_016622778.1|OUTGROUP contains too many characters (199)
ERROR: Sequence Cladophialophora_carrionii|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_008728314.1|OUTGROUP contains not enough characters (172)
ERROR: Sequence Cladophialophora_carrionii|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_008729629.1|OUTGROUP contains not enough characters (179)
ERROR: Sequence Cladophialophora_immunda|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_016244857.1|OUTGROUP contains too many characters (199)
ERROR: Sequence Cladophialophora_psammophila|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_007742658.1|OUTGROUP contains too many characters (202)
ERROR: Sequence Cladophialophora_psammophila|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_007745280.1|OUTGROUP contains too many characters (187)
ERROR: Sequence Cladophialophora_yegresii|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_007754828.1|OUTGROUP contains not enough characters (172)
ERROR: Sequence Cladophialophora_yegresii|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_007761072.1|OUTGROUP contains too many characters (184)
ERROR: Sequence Clarias_gariepinus|Opisthokonta_Chordata_Clariidae|XP_053369928.1|OUTGROUP contains not enough characters (149)
ERROR: Sequence Clavispora_lusitaniae|Opisthokonta_Ascomycota_Metschnikowiaceae|XP_002617229.1|OUTGROUP contains too many characters (191)
ERROR: Sequence Clupea_harengus|Opisthokonta_Chordata_Clupeidae|XP_031413714.1|OUTGROUP contains not enough characters (146)
ERROR: Sequence Coccidioides_immitis|Opisthokonta_Ascomycota_Onygenaceae|XP_001240009.1|OUTGROUP contains too many characters (191)
ERROR: Sequence Coccidioides_immitis|Opisthokonta_Ascomycota_Onygenaceae|XP_001241281.1|OUTGROUP contains too many characters (194)
ERROR: Sequence Colletotrichum_aenigma|Opisthokonta_Ascomycota_Glomerellaceae|XP_037177113.1|OUTGROUP contains not enough characters (179)
ERROR: Sequence Colletotrichum_aenigma|Opisthokonta_Ascomycota_Glomerellaceae|XP_037178080.1|OUTGROUP contains not enough characters (179)
ERROR: Sequence Colletotrichum_aenigma|Opisthokonta_Ascomycota_Glomerellaceae|XP_037184711.1|OUTGROUP contains not enough characters (176)
ERROR: Sequence Colletotrichum_aenigma|Opisthokonta_Ascomycota_Glomerellaceae|XP_037186113.1|OUTGROUP contains too many characters (194)
ERROR: Sequence Colletotrichum_fioriniae|Opisthokonta_Ascomycota_Glomerellaceae|XP_053044627.1|OUTGROUP contains too many characters (196)
ERROR: Sequence Colletotrichum_fioriniae|Opisthokonta_Ascomycota_Glomerellaceae|XP_053054508.1|OUTGROUP contains too many characters (192)
ERROR: Sequence Colletotrichum_fructicola|Opisthokonta_Ascomycota_Glomerellaceae|XP_031877066.1|OUTGROUP contains too many characters (195)
ERROR: Sequence Colletotrichum_fructicola|Opisthokonta_Ascomycota_Glomerellaceae|XP_031893064.1|OUTGROUP contains not enough characters (173)
ERROR: Sequence Colletotrichum_gloeosporioides|Opisthokonta_Ascomycota_Glomerellaceae|XP_045256800.1|OUTGROUP contains too many characters (196)
ERROR: Sequence Colletotrichum_gloeosporioides|Opisthokonta_Ascomycota_Glomerellaceae|XP_045267063.1|OUTGROUP contains too many characters (196)
ERROR: Sequence Colletotrichum_gloeosporioides|Opisthokonta_Ascomycota_Glomerellaceae|XP_045270194.1|OUTGROUP contains not enough characters (175)
ERROR: Sequence Colletotrichum_gloeosporioides|Opisthokonta_Ascomycota_Glomerellaceae|XP_045270246.1|OUTGROUP contains too many characters (193)
ERROR: Sequence Colletotrichum_graminicola|Opisthokonta_Ascomycota_Glomerellaceae|XP_008097869.1|OUTGROUP contains not enough characters (178)
ERROR: Sequence Colletotrichum_graminicola|Opisthokonta_Ascomycota_Glomerellaceae|XP_008097889.1|OUTGROUP contains too many characters (194)
ERROR: Sequence Colletotrichum_higginsianum|Opisthokonta_Ascomycota_Glomerellaceae|XP_018159156.1|OUTGROUP contains not enough characters (180)
ERROR: Sequence Colletotrichum_karsti|Opisthokonta_Ascomycota_Glomerellaceae|XP_038738742.1|OUTGROUP contains too many characters (195)
ERROR: Sequence Colletotrichum_karsti|Opisthokonta_Ascomycota_Glomerellaceae|XP_038743362.1|OUTGROUP contains not enough characters (175)
ERROR: Sequence Colletotrichum_karsti|Opisthokonta_Ascomycota_Glomerellaceae|XP_038743416.1|OUTGROUP contains too many characters (195)
ERROR: Sequence Colletotrichum_lupini|Opisthokonta_Ascomycota_Glomerellaceae|XP_049144523.1|OUTGROUP contains not enough characters (153)
ERROR: Sequence Colletotrichum_lupini|Opisthokonta_Ascomycota_Glomerellaceae|XP_049152315.1|OUTGROUP contains not enough characters (173)
ERROR: Sequence Colletotrichum_orchidophilum|Opisthokonta_Ascomycota_Glomerellaceae|XP_022468340.1|OUTGROUP contains too many characters (193)
ERROR: Sequence Colletotrichum_orchidophilum|Opisthokonta_Ascomycota_Glomerellaceae|XP_022470030.1|OUTGROUP contains not enough characters (178)
ERROR: Sequence Colletotrichum_orchidophilum|Opisthokonta_Ascomycota_Glomerellaceae|XP_022480989.1|OUTGROUP contains not enough characters (173)
ERROR: Sequence Colletotrichum_scovillei|Opisthokonta_Ascomycota_Glomerellaceae|XP_035332858.1|OUTGROUP contains not enough characters (154)
ERROR: Sequence Colletotrichum_siamense|Opisthokonta_Ascomycota_Glomerellaceae|XP_036491476.1|OUTGROUP contains not enough characters (179)
ERROR: Sequence Colletotrichum_siamense|Opisthokonta_Ascomycota_Glomerellaceae|XP_036502274.1|OUTGROUP contains too many characters (194)
ERROR: Sequence Colletotrichum_spaethianum|Opisthokonta_Ascomycota_Glomerellaceae|XP_049122884.1|OUTGROUP contains not enough characters (172)
ERROR: Sequence Colletotrichum_spaethianum|Opisthokonta_Ascomycota_Glomerellaceae|XP_049122912.1|OUTGROUP contains too many characters (193)
ERROR: Sequence Colletotrichum_spaethianum|Opisthokonta_Ascomycota_Glomerellaceae|XP_049133635.1|OUTGROUP contains too many characters (194)
ERROR: Sequence Colletotrichum_truncatum|Opisthokonta_Ascomycota_Glomerellaceae|XP_036576693.1|OUTGROUP contains not enough characters (179)
ERROR: Sequence Colletotrichum_truncatum|Opisthokonta_Ascomycota_Glomerellaceae|XP_036583633.1|OUTGROUP contains too many characters (185)
ERROR: Sequence Colletotrichum_truncatum|Opisthokonta_Ascomycota_Glomerellaceae|XP_036583976.1|OUTGROUP contains too many characters (194)
ERROR: Sequence Colletotrichum_truncatum|Opisthokonta_Ascomycota_Glomerellaceae|XP_036588744.1|OUTGROUP contains too many characters (195)
ERROR: Sequence Coniosporium_apollinis|Opisthokonta_Ascomycota|XP_007784923.1|OUTGROUP contains not enough characters (153)
ERROR: Sequence Coprinopsis_cinerea|Opisthokonta_Basidiomycota_Psathyrellaceae|XP_001838141.1|OUTGROUP contains too many characters (201)
ERROR: Sequence Coprinopsis_cinerea|Opisthokonta_Basidiomycota_Psathyrellaceae|XP_001839959.1|OUTGROUP contains too many characters (199)
ERROR: Sequence Corallomyxa_tenera|Amoebozoa|GABV01000070.1.p2 contains too many characters (184)
ERROR: Sequence Corallomyxa_tenera|Amoebozoa|GABV01000293.1.p3 contains too many characters (188)
ERROR: Sequence Cordyceps_fumosorosea|Opisthokonta_Ascomycota_Cordycipitaceae|XP_018705988.1|OUTGROUP contains too many characters (183)
ERROR: Sequence Coregonus_clupeaformis|Opisthokonta_Chordata_Salmonidae|XP_041760474.1|OUTGROUP contains not enough characters (149)
ERROR: Sequence Corythoichthys_intestinalis|Opisthokonta_Chordata_Syngnathidae|XP_057706083.1|OUTGROUP contains not enough characters (144)
ERROR: Sequence Cottoperca_gobio|Opisthokonta_Chordata_Bovichtidae|XP_029297692.1|OUTGROUP contains not enough characters (159)
ERROR: Sequence Crassostrea_angulata|Opisthokonta_Mollusca_Ostreidae|XP_052705151.1|OUTGROUP contains not enough characters (174)
ERROR: Sequence Crassostrea_angulata|Opisthokonta_Mollusca_Ostreidae|XP_052715124.1|OUTGROUP contains not enough characters (154)
ERROR: Sequence Crassostrea_gigas|Opisthokonta_Mollusca_Ostreidae|XP_011453569.2|OUTGROUP contains not enough characters (155)
ERROR: Sequence Crassostrea_virginica|Opisthokonta_Mollusca_Ostreidae|XP_022336772.1|OUTGROUP contains not enough characters (150)
ERROR: Sequence Crotalus_tigris|Opisthokonta_Chordata_Viperidae|XP_039222112.1|OUTGROUP contains not enough characters (133)
ERROR: Sequence Cryphonectria_parasitica|Opisthokonta_Ascomycota_Cryphonectriaceae|XP_040779565.1|OUTGROUP contains too many characters (191)
ERROR: Sequence Cryphonectria_parasitica|Opisthokonta_Ascomycota_Cryphonectriaceae|XP_040782058.1|OUTGROUP contains too many characters (191)
ERROR: Sequence Cryptococcus_amylolentus|Opisthokonta_Arthropoda_Eriococcidae|XP_018997136.1|OUTGROUP contains too many characters (194)
ERROR: Sequence Ctenopharyngodon_idella|Opisthokonta_Chordata_Xenocyprididae|XP_051716096.1|OUTGROUP contains not enough characters (160)
ERROR: Sequence Cucurbitaria_berberidis|Opisthokonta_Ascomycota_Cucurbitariaceae|XP_040784747.1|OUTGROUP contains too many characters (192)
ERROR: Sequence Cyanidioschyzon_merolae_Rhodophyta_Cyanidiaceae|XP_005537914.1|OUTGROUP contains too many characters (194)
ERROR: Sequence Cyanidioschyzon_merolae_Rhodophyta_Cyanidiaceae|XP_005539509.1|OUTGROUP contains not enough characters (181)
ERROR: Sequence Cyberlindnera_jadinii|Opisthokonta_Ascomycota_Phaffomycetaceae|XP_020069418.1|OUTGROUP contains not enough characters (179)
ERROR: Sequence Cyberlindnera_jadinii|Opisthokonta_Ascomycota_Phaffomycetaceae|XP_020070339.1|OUTGROUP contains too many characters (190)
ERROR: Sequence Cyclopterus_lumpus|Opisthokonta_Chordata_Cyclopteridae|XP_034399253.1|OUTGROUP contains not enough characters (148)
ERROR: Sequence Cyclopterus_lumpus|Opisthokonta_Chordata_Cyclopteridae|XP_034411989.1|OUTGROUP contains not enough characters (175)
ERROR: Sequence Cyclospora_cayetanensis|Sar_Apicomplexa_Eimeriidae|OEH78041.1 contains not enough characters (181)
ERROR: Sequence Cynoglossus_semilaevis|Opisthokonta_Chordata_Cynoglossidae|XP_024919002.1|OUTGROUP contains not enough characters (144)
ERROR: Sequence Cyphellophora_europaea|Opisthokonta_Ascomycota_Cyphellophoraceae|XP_008710928.1|OUTGROUP contains too many characters (194)
ERROR: Sequence Cyprinodon_tularosa|Opisthokonta_Chordata_Cyprinodontidae|XP_038142465.1|OUTGROUP contains not enough characters (145)
ERROR: Sequence Daldinia_caldariorum|Opisthokonta_Ascomycota_Hypoxylaceae|XP_047794913.1|OUTGROUP contains too many characters (194)
ERROR: Sequence Daldinia_decipiens|Opisthokonta_Ascomycota_Hypoxylaceae|XP_049094594.1|OUTGROUP contains not enough characters (180)
ERROR: Sequence Daldinia_decipiens|Opisthokonta_Ascomycota_Hypoxylaceae|XP_049097621.1|OUTGROUP contains not enough characters (155)
ERROR: Sequence Daldinia_decipiens|Opisthokonta_Ascomycota_Hypoxylaceae|XP_049100715.1|OUTGROUP contains too many characters (195)
ERROR: Sequence Daldinia_loculata|Opisthokonta_Ascomycota_Hypoxylaceae|XP_049163416.1|OUTGROUP contains not enough characters (155)
ERROR: Sequence Daldinia_vernicosa|Opisthokonta_Ascomycota_Hypoxylaceae|XP_047864580.1|OUTGROUP contains not enough characters (154)
ERROR: Sequence Daldinia_vernicosa|Opisthokonta_Ascomycota_Hypoxylaceae|XP_047865240.1|OUTGROUP contains too many characters (192)
ERROR: Sequence Daldinia_vernicosa|Opisthokonta_Ascomycota_Hypoxylaceae|XP_047865851.1|OUTGROUP contains not enough characters (155)
ERROR: Sequence Daldinia_vernicosa|Opisthokonta_Ascomycota_Hypoxylaceae|XP_047866340.1|OUTGROUP contains not enough characters (181)
ERROR: Sequence Danio_aesculapii|Opisthokonta_Chordata_Danionidae|XP_056328157.1|OUTGROUP contains not enough characters (163)
ERROR: Sequence Danio_aesculapii|Opisthokonta_Chordata_Danionidae|XP_056332457.1|OUTGROUP contains not enough characters (169)
ERROR: Sequence Daphnia_carinata|Opisthokonta_Arthropoda_Daphniidae|XP_057365298.1|OUTGROUP contains not enough characters (145)
ERROR: Sequence Daphnia_magna|Opisthokonta_Arthropoda_Daphniidae|XP_032793579.1|OUTGROUP contains not enough characters (146)
ERROR: Sequence Debaryomyces_fabryi|Opisthokonta_Ascomycota_Debaryomycetaceae|XP_015465452.1|OUTGROUP contains too many characters (190)
ERROR: Sequence Dendronephthya_gigantea|Opisthokonta_Cnidaria_Nephtheidae|XP_028396370.1|OUTGROUP contains not enough characters (175)
ERROR: Sequence Dermacentor_silvarum|Opisthokonta_Arthropoda_Ixodidae|XP_049528469.1|OUTGROUP contains not enough characters (153)
ERROR: Sequence Dermatophagoides_farinae|Opisthokonta_Arthropoda_Pyroglyphidae|XP_046911030.1|OUTGROUP contains too many characters (186)
ERROR: Sequence Diaporthe_amygdali|Opisthokonta_Ascomycota_Diaporthaceae|XP_052987044.1|OUTGROUP contains not enough characters (179)
ERROR: Sequence Diaporthe_amygdali|Opisthokonta_Ascomycota_Diaporthaceae|XP_053000061.1|OUTGROUP contains too many characters (190)
ERROR: Sequence Diaporthe_batatas|Opisthokonta_Ascomycota_Diaporthaceae|XP_044641519.1|OUTGROUP contains too many characters (190)
ERROR: Sequence Diaporthe_citri|Opisthokonta_Ascomycota_Diaporthaceae|XP_043019025.1|OUTGROUP contains too many characters (191)
ERROR: Sequence Diaporthe_citri|Opisthokonta_Ascomycota_Diaporthaceae|XP_043022913.1|OUTGROUP contains not enough characters (153)
ERROR: Sequence Dicentrarchus_labrax|Opisthokonta_Chordata_Moronidae|XP_051267398.1|OUTGROUP contains not enough characters (173)
ERROR: Sequence Dicentrarchus_labrax|Opisthokonta_Chordata_Moronidae|XP_051275495.1|OUTGROUP contains not enough characters (147)
ERROR: Sequence Dictyostelium_discoideum|Amoebozoa_Evosea_Dictyosteliaceae|XP_643680.1|OUTGROUP contains too many characters (186)
ERROR: Sequence Dictyostelium_purpureum|Amoebozoa_Evosea_Dictyosteliaceae|XP_003290994.1|OUTGROUP contains too many characters (189)
ERROR: Sequence Didymella_exigua|Opisthokonta_Ascomycota_Didymellaceae|XP_033453890.1|OUTGROUP contains not enough characters (155)
ERROR: Sequence Didymosphaeria_variabile|Opisthokonta_Ascomycota_Didymosphaeriaceae|XP_056072013.1|OUTGROUP contains too many characters (191)
ERROR: Sequence Diplodia_corticola|Opisthokonta_Ascomycota_Botryosphaeriaceae|XP_020134952.1|OUTGROUP contains too many characters (194)
ERROR: Sequence Dothidotthia_symphoricarpi|Opisthokonta_Ascomycota_Dothidotthiaceae|XP_033527511.1|OUTGROUP contains too many characters (192)
ERROR: Sequence Drechmeria_coniospora|Opisthokonta_Ascomycota_Ophiocordycipitaceae|XP_040658139.1|OUTGROUP contains too many characters (195)
